SiteName	Country	Period	PhaseCode	LabCode	C14Age	C14SD	Material	MaterialSpecies	tpq	taq	Longitude	Latitude	bib	bib_url
Santo Stefano di Ortucchio	Italy	EN	Depth 20-25	LTL-58A	6727	80	n/a	n/a	-5747	-5481	13.666385	41.953894	Fabbri et al. 2011	Fabbri11
Santo Stefano di Ortucchio	Italy	EN	Depth 35-40	LTL-59A	6718	40	n/a	n/a	-5719	-5560	13.666385	41.953894	Fabbri et al. 2011	Fabbri11
Santo Stefano di Ortucchio	Italy	EN	Depth 55-60A	LTL-60A	6843	40	n/a	n/a	-5830	-5638	13.666385	41.953894	Mazzucco et al. 2018	https://doi.org/10.1016/j.quaint.2017.04.018
Grotta Continenza	Italy	LMEN	Con 24	LTL-6186a	7000	60	wood charcoal	n/d	-5990	-5741	13.563071	41.961674	Serradimigni et al. 2016	https://doi.org/10.1016/j.quaint.2016.12.027
Masseria Stevanato	Italy	MN	Layer 13	LTL-620a	5018	60	n/a	n/a	-3953	-3655	16.8676	41.0687	Fiorentino et al. 2013	https://doi.org/10.1177/0959683613486942
Masseria Stevanato	Italy	MN	Layer 12	LTL-621a	5244	55	n/a	n/a	-4238	-3961	16.8676	41.0687	Fiorentino et al. 2013	https://doi.org/10.1177/0959683613486942
Masseria Stevanato	Italy	MN	Burial T1	LTL-622a	5190	35	human bone	Homo sapiens	-4213	-3947	16.8676	41.0687	Fiorentino et al. 2013	https://doi.org/10.1177/0959683613486942
Masseria Stevanato	Italy	MN	Layer 2	LTL-623a	5115	50	n/a	n/a	-4041	-3784	16.8676	41.0687	Fiorentino et al. 2013	https://doi.org/10.1177/0959683613486942
Masseria Stevanato	Italy	MN	Layer 13	LTL-624A	5149	55	n/a	n/a	-4157	-3793	16.8676	41.0687	Fiorentino et al. 2013	https://doi.org/10.1177/0959683613486942
Favella della Corte	Italy	EN	Pit G, 31V	LTL-778A	7033	55	animal bone	n/d	-6020	-5779	16.437459	39.684086	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Abri Pendimoun	France	EN	US 47801	LTL-8001A	6600	45	plant seed	Triticum sp.	-5621	-5478	7.505944	43.812212	Binder et al. 2018	https://doi.org/10.4312/dp.44.4
Abri Pendimoun	France	EN	US 47801	LTL-8002A	6539	45	plant seed	Quercus sp.	-5616	-5381	7.505944	43.812212	Binder et al. 2018	https://doi.org/10.4312/dp.44.4
Abri Pendimoun	France	EN	US 47800	LTL-8003A	6452	45	plant seed	Quercus sp.	-5480	-5324	7.505944	43.812212	Binder et al. 2018	https://doi.org/10.4312/dp.44.4
Abri Pendimoun	France	EN	US 47800	LTL-8004A	6507	45	plant seed	Quercus sp.	-5606	-5371	7.505944	43.812212	Binder et al. 2018	https://doi.org/10.4312/dp.44.4
Abri Pendimoun	France	EN	US 41678	LTL-8005A	6599	45	plant seed	Cerealia sp.	-5621	-5478	7.505944	43.812212	Binder et al. 2018	https://doi.org/10.4312/dp.44.4
Abri Pendimoun	France	EN	US 41678	LTL-8006A	6649	45	plant seed	Cerealia sp.	-5636	-5481	7.505944	43.812212	Binder et al. 2018	https://doi.org/10.4312/dp.44.4
Abri Pendimoun	France	EN	US 19001	LTL-8007A	6170	45	plant seed	Quercus sp.	-5290	-4995	7.505944	43.812212	Binder et al. 2018	https://doi.org/10.4312/dp.44.4
Abri Pendimoun	France	EN	US 19001	LTL-8008A	6337	45	plant seed	Quercus sp.	-5468	-5213	7.505944	43.812212	Binder et al. 2018	https://doi.org/10.4312/dp.44.4
Abri Pendimoun	France	EN	US 42370	LTL-8009A	6241	45	plant seed	Corylus avellana	-5312	-5055	7.505944	43.812212	Binder et al. 2018	https://doi.org/10.4312/dp.44.4
Abri Pendimoun	France	EN	US 42370	LTL-8010A	6328	45	plant seed	Quercus sp.	-5467	-5212	7.505944	43.812212	Binder et al. 2018	https://doi.org/10.4312/dp.44.4
Abri Pendimoun	France	EN	US 18364	LTL-8011A	6507	45	plant seed	Quercus sp.	-5606	-5371	7.505944	43.812212	Binder et al. 2018	https://doi.org/10.4312/dp.44.4
Abri Pendimoun	France	EN	US 18364	LTL-8012A	6499	45	plant seed	Quercus sp.	-5557	-5366	7.505944	43.812212	Binder et al. 2018	https://doi.org/10.4312/dp.44.4
Le Baratin	France	EN	Layer 180-R1	LTL-8017A	5899	40	animal bone	Domesticated fauna	-4894	-4686	4.8526	44.09385	Binder & Senepart 2010	Binder10
Le Baratin	France	EN	Layer 180-R1	LTL-8018A	5857	40	animal bone	Domesticated fauna	-4836	-4607	4.8526	44.09385	Binder & Senepart 2010	Binder10
Les Breguieres	France	EN	C5	LTL-8479A	6032	45	animal bone	Ovis aries	-5044	-4797	7.00635	43.59501	Provost et al. 2017	https://doi.org/10.4000/galliap.620
Les Breguieres	France	EN	Burial 19	LTL-8482A	6104	45	human bone	Homo sapiens	-5209	-4905	7.00635	43.59501	Provost et al. 2017	https://doi.org/10.4000/galliap.620
Les Breguieres	France	EN	C5	LTL-8483A	5971	45	animal bone	Bos taurus	-4987	-4726	7.00635	43.59501	Provost et al. 2017	https://doi.org/10.4000/galliap.620
Les Breguieres	France	EN	C2	LTL-8484A	6144	45	human bone	Homo sapiens	-5214	-4952	7.00635	43.59501	Provost et al. 2017	https://doi.org/10.4000/galliap.620
Grotta d'Oriente	Italy	LMEN	Layer 5a	LTL-877A	7040	55	wood charcoal	n/d	-6022	-5786	12.316193	37.937634	Lo Vetro & Martini 2016	https://doi.org/10.1016/j.quaint.2015.12.043
Pavia di Udine	Italy	EN	Feature 3	LTL-950A	6069	55	plant seed	Cerealia sp.	-5208	-4803	13.293304	45.98662	Pessina et al. 2018	Pessina18
Sammardenchia	Italy	EN	Structure 231	LTL-955A	6063	50	wood charcoal	n/d	-5207	-4801	13.231355	45.975305	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Sammardenchia	Italy	EN	Structure 231, Q:D1, layer 1	LTL-959A	6027	50	wood charcoal	n/d	-5198	-4792	13.231355	45.975305	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Sammardenchia	Italy	EN	Structure 231	LTL-960A	5902	70	wood charcoal	n/d	-4951	-4555	13.231355	45.975305	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Sammardenchia	Italy	EN	Structure 89	LTL-961A	5978	55	wood charcoal	n/d	-4996	-4725	13.231355	45.975305	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Sammardenchia	Italy	EN	Structure 89	LTL-962A	6059	50	wood charcoal	n/d	-5206	-4799	13.231355	45.975305	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Sammardenchia	Italy	EN	Structure 118, layer 1	LTL-963A	5871	50	wood charcoal	n/d	-4891	-4603	13.231355	45.975305	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Sammardenchia	Italy	EN	Structure 89	LTL-964A	6000	40	wood charcoal	n/d	-4997	-4791	13.231355	45.975305	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Abri de la Roche de Bavans	France	LM	Layer 5	Lv-1415	7130	70	animal bone	n/d	-6216	-5841	6.708731	47.473183	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Abri de la Roche de Bavans	France	MM	Layer 6-7	Lv-1416	6670	170	animal bone	n/d	-5971	-5310	6.708731	47.473183	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Abri de la Roche de Bavans	France	LM	Layer 5	Lv-1588	6500	100	animal bone	n/d	-5626	-5225	6.708731	47.473183	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Abri de la Roche de Bavans	France	LM	Layer 5	Lv-1590	6410	95	n/a	n/a	-5613	-5208	6.708731	47.473183	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Le Baratin	France	EN	Str. 2	Ly-100(OxA)	6125	80	wood charcoal	Quercus sp.	-5297	-4843	4.8526	44.09385	Senepart 2014	Senepart14
Aspre del Paradis	France	EN	Pit 5	Ly-10069	5915	50	animal bone	Bos taurus	-4936	-4686	2.95371	42.6266	Manen et al. 2001	Manen01
Port-Ariane 3	France	MN	Layer inf.	Ly-1022(OxA)	5410	65	n/a	n/a	-4359	-4051	3.9	43.5667	Lea et al. 2004	Lea04
Renaghju	France	MN	Phase 3	Ly-10229	5685	55	wood charcoal	n/d	-4680	-4368	8.92148	41.52652	Banadora BD	Banadora21
Port-Ariane 3	France	MN	Layer inf.	Ly-1023(OxA)	5540	65	n/a	n/a	-4535	-4254	3.9	43.5667	Lea et al. 2004	Lea04
Port-Ariane 3	France	MN	Layer inf.	Ly-1024(OxA)	5345	60	n/a	n/a	-4332	-4004	3.9	43.5667	Lea et al. 2004	Lea04
Grotta Continenza	Italy	LMEN	Con 23	Ly-10756	7250	40	wood charcoal	n/d	-6222	-6029	13.563071	41.961674	Serradimigni et al. 2016	https://doi.org/10.1016/j.quaint.2016.12.027
Espeluche-Lalo	France	EN	n/a	Ly-11186	5955	60	wood charcoal	n/d	-4995	-4711	4.81722	44.541	Berger et al. 2016	Berger16
Espeluche-Lalo	France	EN	n/a	Ly-11187	6190	30	wood charcoal	n/d	-5286	-5039	4.81722	44.541	Berger et al. 2016	Berger16
Camp de Chassey	France	MN	n.10-7	Ly-11225	5165	45	wood charcoal	n/d	-4158	-3804	4.7	46.8834	Thevenot 2005	Thevenot05
Camp de Chassey	France	MN	n.10-7	Ly-11226	5160	30	wood charcoal	n/d	-4045	-3816	4.7	46.8834	Thevenot 2005	Thevenot05
Camp de Chassey	France	MN	n.10-7	Ly-11227	5375	35	wood charcoal	n/d	-4333	-4057	4.7	46.8834	Thevenot 2005	Thevenot05
Renaghju	France	EN	Phase 1	Ly-11262	6290	40	wood charcoal	n/d	-5367	-5126	8.92148	41.52652	Banadora BD	Banadora21
Grotte Gazel	France	EN	Gazel II	Ly-11331	5160	45	n/a	n/a	-4156	-3802	2.421154	43.325325	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Grotte Gazel	France	EN	Gazel II	Ly-11332	5990	55	n/a	n/a	-5005	-4725	2.421154	43.325325	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Grotte Gazel	France	EN	Gazel II	Ly-11333	5630	35	n/a	n/a	-4540	-4362	2.421154	43.325325	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Grotte Gazel	France	EN	Gazel II	Ly-11334	5570	70	n/a	n/a	-4549	-4260	2.421154	43.325325	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Grotte Gazel	France	EN	Gazel II	Ly-11335	5785	35	n/a	n/a	-4721	-4542	2.421154	43.325325	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Grotte Gazel	France	EN	Gazel II	Ly-11336	5765	70	n/a	n/a	-4785	-4454	2.421154	43.325325	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Grotte Gazel	France	EN	Gazel II	Ly-11337	6205	45	n/a	n/a	-5303	-5015	2.421154	43.325325	Manning et al. 2016	https://doi.org/10.5334/joad.40
Grotte Gazel	France	EN	Gazel I	Ly-11338	6300	45	n/a	n/a	-5375	-5081	2.421154	43.325325	Manning et al. 2016	https://doi.org/10.5334/joad.40
Grotte Gazel	France	EN	Gazel I	Ly-11339	6175	40	n/a	n/a	-5280	-5000	2.421154	43.325325	Manning et al. 2016	https://doi.org/10.5334/joad.40
Grotte Gazel	France	LM	Eb-C3a-3b - SCN-C6 - P-F5	Ly-11340	6155	50	n/a	n/a	-5281	-4949	2.421154	43.325325	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Clairvaux Stations II	France	MN	n/a	Ly-1151	5520	150	wood charcoal	n/d	-4700	-3996	5.75	46.5669	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Gramari	France	MM	Layer 2a-3a	Ly-11533	6850	100	n/a	n/a	-5979	-5566	5.2167	44.0167	Guilbert et al. 2004	Guilbert04
Abri de la Grande Rivoire	France	EN	GR13.P17.d140.349.CX/LSGM	Ly-11551(SacA-39068)	6415	40	animal bone	Cervus sp.	-5475	-5317	5.644342	45.221564	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Abri de la Grande Rivoire	France	LM	GR13.R19.d142.564.CX/LBC	Ly-11552(SacA-39069)	6490	35	animal bone	Cervus sp.	-5525	-5370	5.644342	45.221564	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Abri de la Grande Rivoire	France	EN	GR12.Q18b.d131.LBl(B)	Ly-11553(SacA-39070)	5995	35	animal bone	Cervus sp.	-4989	-4794	5.644342	45.221564	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Abri de la Grande Rivoire	France	EN	GR12.Q19.d131.403.LGC(M)	Ly-11554(SacA-39071)	6255	35	animal bone	Cervus sp.	-5312	-5072	5.644342	45.221564	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Abri de la Grande Rivoire	France	EN	GR12.R18.d134.213.LGC(B)	Ly-11555(SacA-39072)	6180	40	animal bone	Cervus sp.	-5286	-5003	5.644342	45.221564	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Abri de la Grande Rivoire	France	EN	GR13.R18b.d138.LBl(B)	Ly-11556(SacA-39073)	6150	35	animal bone	Cervus sp.	-5211	-4998	5.644342	45.221564	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Abri de la Grande Rivoire	France	EN	GR12.P17.d127.192.LBC(R)	Ly-11557(SacA-39059)	6185	35	animal bone	Cervus sp.	-5286	-5015	5.644342	45.221564	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Grotte du Gardon	France	LM	Layer 57-54	Ly-11605	5890	80	n/a	n/a	-4982	-4546	5.387415	45.957504	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Grotte du Gardon	France	EN	Layer 58	Ly-11606	6180	60	animal bone	Cervus elaphus	-5304	-4954	5.387415	45.957504	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Grotte Gazel	France	EN	Gazel IV	Ly-11644	5655	115	n/a	n/a	-4783	-4266	2.421154	43.325325	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Grotte Gazel	France	EN	Gazel IV	Ly-11645	6033	85	n/a	n/a	-5208	-4725	2.421154	43.325325	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Abri de la Grande Rivoire	France	EN	GR12.P17.d129.264.LGM/LN	Ly-11726(SacA-39760)	5925	35	animal bone	Cervus sp.	-4899	-4715	5.644342	45.221564	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Abri de la Grande Rivoire	France	EN	GR13.Q18.d137.419.LGM/CX	Ly-11727(SacA-39761)	6240	40	animal bone	Cervus sp.	-5309	-5061	5.644342	45.221564	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Botiquera de los Moros	Spain	LM	Layer 2, Q: 1H, Heart	Ly-1198	7550	200	wood charcoal	n/d	-7029	-6017	0.103834	41.04649	Barandiaran & Cava 2000	Barandiaran00
Abri de la Grande Rivoire	France	MM	ens. 3A-3B [AA]	Ly-12107(SacA-41853)	7835	35	animal bone	n/d	-6817	-6590	5.644342	45.221564	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Abri de la Grande Rivoire	France	MN	NM1a	Ly-12108(SacA-41854)	5790	40	wood charcoal	n/d	-4777	-4538	5.644342	45.221564	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Abri de Gigot I	France	LM	Layer C2 inf.	Ly-1227	6640	80	wood charcoal	n/d	-5718	-5473	6.615721	47.201294	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Baume de Montclus	France	MM	Layer 17-30	Ly-12385(SacA-43213)	7950	40	animal bone	Cervus elaphus	-7036	-6696	4.43047	44.26473	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Porto-Vecchio - Foce di Termini	France	MN	n/a	Ly-1323(OxA)	6415	60	n/a	n/a	-5480	-5223	9.28	41.62	Costa 2004	Costa04a
Porto-Vecchio - Foce di Termini	France	MN	n/a	Ly-1324(OxA)	5980	60	n/a	n/a	-5009	-4718	9.28	41.62	Costa 2004	Costa04a
A Teppa di U Lupinu	France	MN	US 16	Ly-13549	7435	80	animal bone	Micromammal	-6436	-6087	9.257	42.606	Salotti 2008	https://doi.org/10.3409/azc.51a_1-2.15-34
A Teppa di U Lupinu	France	MN	US 16	Ly-13550	5795	35	wood charcoal	n/d	-4725	-4542	9.257	42.606	Salotti 2008	https://doi.org/10.3409/azc.51a_1-2.15-34
Abri de la Grande Rivoire	France	MN	NM2	Ly-137(OxA-5370)	5030	70	animal bone	Bos sp.	-3962	-3654	5.644342	45.221564	Hedges et al. 1997	https://doi.org/10.1111/j.1475-4754.1997.tb00820.x
Cueva Zatoya	Spain	EN	Layer I, Q:5Z	Ly-1397	6320	280	animal bone	n/d	-5772	-4611	-1.216989	42.907436	Juan Cabanilles & Marti Oliver 2002	Cabanilles02
Abri de la Grande Rivoire	France	MM	ens. 3A-3B [AA]	Ly-14581(SacA-51524)	7855	35	animal bone	n/d	-6901	-6596	5.644342	45.221564	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Abri de la Grande Rivoire	France	LM	ens.4 [AA]	Ly-14582(SacA-51525)	7425	35	animal bone	n/d	-6393	-6229	5.644342	45.221564	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Arma dell'Aquila	Italy	EN	RS1	Ly-14590	6770	30	human bone	Homo sapiens	-5722	-5627	8.32967	44.204708	Sparacello et al. 2019	https://doi.org/10.1016/j.quaint.2019.02.003
Arma dell'Aquila	Italy	EN	RS4	Ly-14591	6105	30	human bone	Homo sapiens	-5209	-4935	8.32967	44.204708	Sparacello et al. 2019	https://doi.org/10.1016/j.quaint.2019.02.003
Arma dell'Aquila	Italy	EN	RS5	Ly-14592	6825	35	human bone	Homo sapiens	-5773	-5634	8.32967	44.204708	Sparacello et al. 2019	https://doi.org/10.1016/j.quaint.2019.02.003
Arma dell'Aquila	Italy	EN	RS6	Ly-14593	6830	35	human bone	Homo sapiens	-5783	-5636	8.32967	44.204708	Sparacello et al. 2019	https://doi.org/10.1016/j.quaint.2019.02.003
Arma dell'Aquila	Italy	EN	R7	Ly-14594	6675	35	human bone	Homo sapiens	-5661	-5488	8.32967	44.204708	Sparacello et al. 2019	https://doi.org/10.1016/j.quaint.2019.02.003
Arma dell'Aquila	Italy	EN	R8	Ly-14595	6670	35	human bone	Homo sapiens	-5657	-5486	8.32967	44.204708	Sparacello et al. 2019	https://doi.org/10.1016/j.quaint.2019.02.003
Arma dell'Aquila	Italy	EN	RS9	Ly-14596	6095	30	human bone	Homo sapiens	-5206	-4904	8.32967	44.204708	Sparacello et al. 2019	https://doi.org/10.1016/j.quaint.2019.02.003
Abri du Mourre du Seve	France	LM	Layer E2	Ly-148-OxA	7730	60	wood charcoal	n/d	-6681	-6453	4.90387	43.9998	Binder & Senepart 2004	Binder04b
Abri du Mourre du Seve	France	LM	Layer E2	Ly-149-OxA	7640	65	wood charcoal	n/d	-6638	-6396	4.90387	43.9998	Binder & Senepart 2004	Binder04b
Abri du Mourre du Seve	France	LM	Layer E2	Ly-150-OxA	7415	60	wood charcoal	n/d	-6420	-6089	4.90387	43.9998	Binder & Senepart 2004	Binder04b
Trasano	Italy	EN	II	Ly-1684	6815	45	animal bone	n/d	-5786	-5627	16.636111	40.675555	Guilaine et al. 1990	Guilaine90
Abri Pendimoun	France	EN	UE 5711	Ly-1713(GrA-20195)	6790	50	wood charcoal	Quercus sp.	-5761	-5570	7.505944	43.812212	Binder et al. 2018	https://doi.org/10.4312/dp.44.4
Grotte de Coufin I-II	France	EN	ens. 5 (C1 F1-F2, C2 F11)	Ly-1730	6230	240	wood charcoal	lot of charcoals	-5628	-4613	5.4	45.0669	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Abri de la Grande Rivoire	France	EN	B1b	Ly-176	6000	70	animal bone	n/d	-5201	-4718	5.644342	45.221564	Evin et al. 1971	https://doi.org/10.1017/S0033822200000850
Camp de Chassey	France	MN	Layer 7	Ly-1767	5220	140	wood charcoal	n/d	-4341	-3711	4.7	46.8834	Thevenot 2005	Thevenot05
Camp de Chassey	France	MN	Layer 9	Ly-1768	5660	150	wood charcoal	n/d	-4898	-4170	4.7	46.8834	Thevenot 2005	Thevenot05
Camp de Chassey	France	MN	Layer 9	Ly-1769	5540	120	wood charcoal	n/d	-4679	-4056	4.7	46.8834	Thevenot 2005	Thevenot05
Camp de Chassey	France	MN	Layer 9	Ly-1770	5380	140	wood charcoal	n/d	-4536	-3819	4.7	46.8834	Thevenot 2005	Thevenot05
Camp de Chassey	France	MN	Layer 8	Ly-1771	5380	160	wood charcoal	n/d	-4546	-3803	4.7	46.8834	Thevenot 2005	Thevenot05
Camp de Chassey	France	MN	Diaclase	Ly-1772	5700	150	wood charcoal	n/d	-4934	-4253	4.7	46.8834	Thevenot 2005	Thevenot05
Vergentiere	France	MN	Layer 3	Ly-1859	5230	300	animal bone	n/d	-4723	-3372	5.3287	47.785425	Lepage 1992	Lepage92
Vergentiere	France	MN	From upper part of Level D in Boring S1	Ly-1860	5350	370	wood charcoal	n/d	-5201	-3370	5.3287	47.785425	Lepage 1992	Lepage92
Grotte de la Vieille Eglise	France	MN	Layer 5A	Ly-1934	5940	210	animal bone	n/d	-5311	-4365	6.2834	45.9001	Banadora BD	Banadora21
Grotte de la Vieille Eglise	France	EN	Layer 5B	Ly-1935	6500	230	animal bone	n/d	-5888	-4938	6.2834	45.9001	Banadora BD	Banadora21
Grotte Gazel	France	EN	n/a	Ly-1992	6780	50	n/a	n/a	-5748	-5568	2.421154	43.325325	Manning et al. 2016	https://doi.org/10.5334/joad.40
Grotte Gazel	France	n/a	Gazel I	Ly-1992(GrA-21990)	6780	50	n/a	n/a	-5748	-5568	2.421154	43.325325	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Grotte Gazel	France	LM	n/a	Ly-1993	7730	60	n/a	n/a	-6681	-6453	2.421154	43.325325	Manning et al. 2016	https://doi.org/10.5334/joad.40
Grotte Gazel	France	LM	Eb-C3a-3b - SCN-C6 - P-F5	Ly-1993(GrA-21995)	7730	60	wood charcoal	n/d	-6681	-6453	2.421154	43.325325	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Grotte Gazel	France	LM	n/a	Ly-1994	7960	50	n/a	n/a	-7042	-6695	2.421154	43.325325	Manning et al. 2016	https://doi.org/10.5334/joad.40
Grotte Gazel	France	MM	Porche F6-F9	Ly-1994(GrA-22001)	7960	50	wood charcoal	n/d	-7042	-6695	2.421154	43.325325	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Grotte de la Vieille Eglise	France	MN	Layer 5A	Ly-2009	5905	30	animal bone	n/d	-4845	-4711	6.2834	45.9001	Banadora BD	Banadora21
Grotte de la Vieille Eglise	France	MN	Layer 5A	Ly-2010	5365	30	animal bone	n/d	-4329	-4056	6.2834	45.9001	Banadora BD	Banadora21
Grotte de la Vieille Eglise	France	MN	Layer 5A	Ly-2011	5715	30	animal bone	n/d	-4675	-4457	6.2834	45.9001	Banadora BD	Banadora21
Grande Barme de Savigny	France	MN	n/a	Ly-2077	5010	140	animal bone	n/d	-4227	-3518	5.913414	45.745875	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Rue Arsene Claudy	France	MN	n/a	Ly-2164-OxA	5080	30	human bone	Homo sapiens	-3960	-3796	4.816016	45.789704	Banadora BD	Banadora21
Baume de Ronze	France	MN	n/a	Ly-2177	5160	100	wood charcoal	n/d	-4241	-3711	4.404267	44.318435	Banadora BD	Banadora21
Catignano	Italy	EN	Structure 503, Q: Z19, cut 2	Ly-2185	6245	35	wood charcoal	n/d	-5309	-5067	13.943843	42.34267	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Catignano	Italy	EN	Structure 503, cut 1	Ly-2186	6455	35	wood charcoal	n/d	-5480	-5334	13.943843	42.34267	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Grotte Gazel	France	EN	GIII-SCS-L2	Ly-2241	6150	45	n/a	n/a	-5215	-4953	2.421154	43.325325	Elbiali 1989	Elbiali89
Grotte Gazel	France	EN	Gazel III	Ly-2241(OxA)	6150	45	n/a	n/a	-5215	-4953	2.421154	43.325325	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Grotte Gazel	France	EN	GIII-SCS-L2	Ly-2242	6400	45	n/a	n/a	-5475	-5230	2.421154	43.325325	Manning et al. 2016	https://doi.org/10.5334/joad.40
Grotte Gazel	France	EN	Gazel III	Ly-2242(OxA)	6400	45	n/a	n/a	-5475	-5230	2.421154	43.325325	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Grotte Gazel	France	EN	n/a	Ly-2243	6415	40	n/a	n/a	-5475	-5317	2.421154	43.325325	Manning et al. 2016	https://doi.org/10.5334/joad.40
Grotte Gazel	France	EN	n/a	Ly-2244	6690	40	n/a	n/a	-5710	-5526	2.421154	43.325325	Manning et al. 2016	https://doi.org/10.5334/joad.40
Grotte Gazel	France	EN	n/a	Ly-2245	6815	50	n/a	n/a	-5798	-5625	2.421154	43.325325	Manning et al. 2016	https://doi.org/10.5334/joad.40
Camp del Ginebre	France	MN	n/a	Ly-226	5355	45	wood charcoal	n/d	-4330	-4051	2.903389	43.45797	Vignaud 1998	Vignaud98
Roussillonne Sud	France	EN	n/a	Ly-2277(Poz)	5240	50	human bone	Homo sapiens	-4234	-3962	4.357959	43.817858	Perrin et al. 2014	Perrin14
Rue Pierre Semard	France	EN	n/a	Ly-2299(OxA)	5920	40	animal bone	n/d	-4928	-4707	4.36894	43.8399	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Pont de Roque-Haute	France	EN	Pit 1	Ly-245	6745	70	wood charcoal	n/d	-5762	-5485	3.36003	43.2927	Manen et al. 2018	https://doi.org/10.1017/RDC.2018.98
